"","coder","date","newsnm","rptmm","rptdd","rptyy","evmm","evdd","evyy","days","eventid","stories","title","followup","who","what","where","against","purpose","whysm","page","section","paragrph","staten","state1","state2","state3","state4","cityn","city1","city2","neighn","neighbr","particd","particex","partices","groups","igrp1c1","igrp1c2","igrp2c1","igrp2c2","igrp3c1","igrp3c2","targd","targnum","targ1","targ2","ertarg1","ertarg2","smonamed","smonum","smoname1","smoname2","smoname3","smoname4","claim1","val1","claim2","val2","claim3","val3","claim4","val4","form1","form2","form3","form4","act1","act2","act3","act4","viold","violtype","counterd","police1","police2","police3","police4","arrestd","arrestex","arrestes","propdam","dollars","injury","deaths","d_eventid","flag_followup","injprot","injprot_est","injby","injby_est","injpol","injpol_est","injoth","injoth_est","dthprot","dthprot_est","dthby","dthby_est","dthpol","dthpol_est","dthoth","dthoth_est","agenda_code"
"18779","MELISSA WERNER",2001-07-01,"NYT",4,12,1986,4,11,1986,1,8604042,1,"PENALTIES ARE TRIMMED FOR DARTMOUTH STUDENTS",0,"20 STUDENTS","TOOK OVER LIBRARY BELL TOWER","DARTMOUTH COLLEGE","DARTMOUTH COLLEGE","UPSET ABOUT LIGHT SENTENCES TO THOSE WHO DESTROYED THEIR SHANTIES","COLLECTIVE, CLAIMS MADE, PUBLIC",16,"A",3,1,"NH","","","",1,"DARTMOUTH","",1,"DARTMOUTH COLLEGE",1,20,NA,1,800,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,45,60,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"22792","KRISTY",2002-05-09,"NYT",4,13,1994,4,12,1994,NA,9404027,1,"OPPONENTS OF POLICY ON HAITI BEGIN FAST",0,"TRANSAFRICA","HUNGER STRIKE","WASHINGTON D.C","CLINTON ADMINISTRATION","TO GET GOVERNMENT TO CHANGE POLICY OF RETURNING REFUGEES TO HAITI","COLLECTIVE, CLAIMS MADE, PUBLIC",15,"A",3,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,2,2,1800,NA,1800,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"TRANSAFRICA","","","",1006,2,2300,1,NA,NA,NA,NA,98,NA,NA,NA,11,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912
"19114","KRISTY",2002-01-21,"NYT",12,15,1986,NA,NA,1986,1,8612058,1,"OFFICIALS VOICE GROWING CONCERN OVER RACIAL INCIDENTS",1,"SOCIAL MOVEMENT ACTORS","PLACED BURNING CROSS ON LAWN","TUSCALOOSA, AL","BLACK SORORITY HOUSE","RACIAL TENSIONS","ETHNIC / RACIAL VIOLENCE",18,"A",21,1,"AL","","","",1,"TUSCALOOSA","",1,"UNIVERSITY OF ALABAMA",0,NA,1,1,1800,NA,NA,NA,NA,NA,1,1,7,NA,401,NA,0,NA,"","","","",2517,3,NA,3,NA,3,NA,3,10,NA,NA,NA,10,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"10698","SCHUSSMAN",NA,"NYT",3,3,1973,2,17,1973,1,7303100,1,"BITTER RACIAL DISPUTE DIVIDES GROSVENOR HOUSE",0,"?","Pickets have marched in the lobbies of the West Side apartment houses of some women","Upper West Side, Grosvenor Neighborhood House","Grosvenor executive board members","","charged that Grosvenor was run like a ""plantation,"" with Mr. Inserra in charge of the mostly black and Puerto Rican staff, that rarely reach out to the community",41,"1",47,1,"NY","","","",1,"NEW YORK","",1,"WEST SIDE",0,NA,2,1,1800,401,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,"COMMITTEE ON COMMUNITY CONTROL OF GROSVENOR","","","",1331,3,1500,2,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400
"9070","KAREN CALDWELL -",NA,"NYT",3,20,1971,3,19,1971,1,7103042,2,"Godfather Film Wont Mention Mafia",0,"200 members of the Italian-American Civil Rights League and other Italian-American organizations","held a demonstration","outside the Board of Education headquarters building in New York City","'to protest the disproportionately small number of Italian-Americans in the city school system '","","collective, unconventional activity to achieve common goal",1,"1",24,1,"NY","","","",1,"NEW YORK","",NA,"",1,200,NA,2,451,1800,451,1800,NA,NA,1,1,3,NA,NA,NA,1,2,"ITALIAN AMERICAN CIVIL RIGHTS LEAGUE","OTHER ITALIAN AMERICAN ORGANIZATIONS","","",1342,3,2500,3,2300,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"12715","CARISSA WONG",2001-12-09,"NYT",3,13,1977,3,12,1977,1,7703035,1,"FEDERAL HOUSING DEPARTMENT CHANGES POLICY, BACKS LOW INCOME PROJECT IN PHILADELPHIA",0,"RESIDENTS OF A MIDDLE CLASS WHITMAN PARK DISTRICT","PROTESTED","WASHINGTON","GOVERNMENT","TO OPPOSE THE BUILDING OF A CONTROVERSIAL HOUSING PROJECT IN WHITMAN PARK","COLLECTIVE, CLAIMS MADE, PUBLIC",23,"A",11,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,2,1,1500,400,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1350,3,1331,3,NA,NA,NA,NA,1,NA,NA,NA,99,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404
"18533","LAURA TACH",2002-02-11,"NYT",11,12,1985,NA,NA,NA,1,8511036,1,"RISING DISCORD ON SKI RESORTS SPILLING INTO VERMONT POLITICS",1,"CONSERVATION GROUPS","LAWSUIT","VERMONT","SKI COMPANIES","CLAIMED DUMPING SEWAGE INTO ANYTHING BUT AN ALREADY POLLUTED STREAM IS PROHIBITED","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",34,1,"VT","","","",1,"SHERBURNE","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1109,1,1113,1,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703
"9804","MIKE MULCAHY",NA,"NYT",1,25,1972,1,24,1972,1,7201030,1,"Drivers Jeer and Applaud at Hearing on Gypsy Cabs",0,"Gypsy cab drivers","Blocked traffic and crowded into public hearing, booed and cheered","Public hearing at City Hall, New York City","'Against various speakers expressing opinions on proposed regulation of gypsy cab industry'","","Group, action, claim",70,"1",12,1,"NY","","","",1,"NEW YORK","",NA,"",1,400,NA,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,3,"PUBLIC LIVERY ASSOCIATION","INDEPENDENT LIVERY DRIVERS ASSOCIATION","BLACK PEARL CAR ASSOCATION","",1338,1,1338,2,NA,NA,NA,NA,5,NA,NA,NA,57,58,NA,NA,0,NA,0,1,1,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"481","CARISSA WONG",2001-06-18,"NYT",5,18,1960,5,17,1960,1,6005046,1,"15,000 ATTEND GARMENT CENTER CIVIL RIGHTS RALLY",0,"15,000 PEOPLE & BLACK ENTERTAINERS (HARRY BELAFONTE & SIDNEY PORTIER)","RALLIED","NYC ON 38TH ST. BETWEEN 7&8TH AVES.","GOVT.","TO STOP RACIAL DISCRIMINATION","COLLECTIVE, CLAIMS MADE, PUBLIC",22,"1",6,1,"NY","","","",1,"NEW YORK","",1,"7TH & 8TH AVE",0,NA,6,2,401,100,400,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1500,1,1501,1,NA,NA,NA,NA,1,NA,NA,NA,27,NA,NA,NA,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"10449","RHONDA CARROLL",NA,"NYT",12,22,1972,12,21,1972,1,7212033,1,"20 Youths Attack 11 Others on IND",0,"20 Black teenagers and 11 White teenagers.","The black youths attacked the white youths on the subway.","On the subway as it went from Harlem to the Bronx.","Racially motivated or maybe a school rivalry.","","Attack/clash - probably racial.",35,"1",3,1,"NY","","","",2,"HARLEM","BRONX",NA,"",1,31,NA,1,800,401,NA,NA,NA,NA,1,1,7,NA,430,NA,0,NA,"","","","",2517,3,NA,3,NA,3,NA,3,11,NA,NA,NA,55,NA,NA,NA,1,6,0,1,1,0,0,0,2,NA,0,NA,1,0,"",NA,5,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,201
"23231","KRISTY",2002-03-22,"NYT",3,28,1995,NA,NA,1987,1,9503051,1,"ALBANY ABSOLVED ON FUNDS FOR YONKERS DESEGREGATION",1,"BOARD OF EDUCATION AND N.A.A.C.P","LAWSUIT","YONKERS, NY","CITY","TO SEEK MORE MONEY FOR PROGRAMS TO CLOSE ACHIEVEMENT GAP BETWEEN MINORITY AND MA","COLLECTIVE, CLAIMS MADE, PUBLIC",6,"B",13,1,"NY","","","",1,"YONKERS","",NA,"",0,NA,4,2,1800,NA,1800,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE","","","",1501,1,1342,3,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"13964","SUZANNE CALHOUN",2000-11-28,"NYT",1,15,1979,1,14,1979,1,7901043,1,"ALASKANS PROTEST PUBLIC LAND ACTION",0,"ALASKA MINERS ASSOCIATION","LAWSUIT","ALASKA","GOVERNMENT","HALT IMPOSITION OF MONUMENT STATUS","COLLECTIVE, CLAIMS MADE, PUBLIC",8,"A",15,1,"AK","","","",1,"CANTWELL","",NA,"",0,NA,4,1,100,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"ALASKA MINERS ASSOCIATION","","","",1338,2,1100,1,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000
"6408","THEARD",NA,"NYT",2,6,1968,2,6,1968,2,6802013,3,"SECOND CLASS DISRUPTS NEW HAVEN SCHOOL (SECOND EVENT)",0,"black and white students at Lee High school","after months of racial tension, a fight broke out between black and white students in the cafeteria.  That lasted 20 minutes before cops could quell it, but tensions were high the rest of the day until the next day, when more fights broke out.","Lee high school, new haven","higher target is unclear, other than black and white students fighting","","two groups fighting publically",32,"1",21,1,"CT","","","",1,"NEW HAVEN","",NA,"",0,NA,4,2,430,800,401,800,NA,NA,0,0,NA,NA,NA,NA,0,NA,"","","","",2517,3,NA,3,NA,3,NA,3,11,NA,NA,NA,55,62,59,NA,1,6,0,1,1,1,0,0,8,NA,1,NA,1,0,"",NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"1338","AMY MEYERTHOLEN",2001-01-31,"NYT",9,28,1961,9,27,1961,1,6109028,2,"400 JUNIOR HIGH STUDENTS BATTLE POLICE FOR HOURS IN NEWARK RIOT",0,"400 JR. HIGH STUDENTS","RIOTED","NEWARK, NJ","POLICE","OPPOSITION OF ARREST OF YOUTH","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",19,1,"NJ","","","",1,"NEWARK","",1,"POLICE STATION",1,400,NA,2,401,800,403,800,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1334,2,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,55,59,62,NA,1,1,0,1,1,1,1,0,13,NA,1,NA,1,0,"",NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
"21028","Lauren Wechsler",2001-08-19,"NYT",8,30,1990,NA,NA,1989,1,9008091,1,"Judge Orders Tuna Import Ban Over Dolphin Kill",1,"Earth Island Institute","filed lawsuit","San Francisco, CA","GOVT","embargo on tuna caught from 5 nations","COLLECTIVE, CLAIMS MADE, PUBLIC",21,"A",17,1,"CA","","","",1,"SAN FRANCISCO","",NA,"",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"EARTH ISLAND INSTITUTE","","","",1100,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700
"7810","CECIL ARGUE",NA,"NYT",7,23,1969,7,22,1969,1,6907020,1,"75 Protesters Held at Illinois",0,"75 demonstrators","demonstrated; yelling, sloganeering","State Capital in Springfield, Ill.","'Against Gov. Richard Ogilive to demand Cairo be declared a disaster area, and funds be provided to attract jobs and industry'","","collective, unconventional protest activty",18,"1",4,1,"IL","","","",1,"SPRINGFIELD","",NA,"",1,75,NA,1,500,600,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"UNITED FRONT DRIVE TO SAVE CAIRO","","","",1336,3,1338,3,NA,NA,NA,NA,1,NA,NA,NA,42,59,NA,NA,0,NA,0,1,1,0,0,0,75,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099
"15582","KRISTY",2001-05-03,"NYT",11,11,1980,11,10,1980,1,8011080,1,"FALWELL WARNS JERSEY LIBERALS AT CAPITAL RALLY",0,"DEMONSTRATORS","HELD SIGNS","TRENTON","MORAL MAJORITY MEMBERS","PROTEST MORAL MAJORITY OPINIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",2,"B",12,1,"NJ","","","",1,"TRENTON","",0,"",0,NA,3,1,1800,NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1400,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"1615","LAURIE BERG",2000-12-07,"NYT",7,6,1962,5,NA,1961,1,6207008,1,"BIRMINGHAM GLUM ON RACE CONFLICT",1,"THE FIRST GROUP OF FREEDOM RIDERS","CALLED THE ""MOTHERS DAY RIOT"", SOME STUDENTS AND MINISTERS WERE ARRESTED FOR SIT-INS","GREYHOUND BUS TERMINAL","BUS COMPANIES","DESEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",23,"1",22,1,"AL","","","",1,"BIRMINGHAM","",0,"",0,NA,2,2,401,800,401,1100,NA,NA,1,1,2,NA,NA,NA,1,1,"FREEDOM RIDERS","","","",1501,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,52,NA,NA,NA,0,NA,0,1,1,0,0,1,NA,2,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"7603","ALAN SCHUSSMAN",NA,"NYT",5,7,1969,5,6,1969,1,6905041,1,"100 STUDENTS BAR FIREMEN AT BROOKLYN COLLEGE BLAZE",0,"","","","","","",1,"1",29,1,"NY","","","",1,"NEW YORK","",1,"BROOKLYN",1,100,NA,2,401,800,403,800,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1506,1,2007,1,1500,1,1342,3,5,NA,NA,NA,62,57,NA,NA,1,5,1,1,1,1,0,0,0,NA,1,NA,1,0,"",NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"3057","RACHEL ZAPP",2000-06-27,"NYT",5,2,1964,5,1,1964,1,6405020,1,"WALLACE IS BOOED BY INDIANA PICKETS",0,"200 DEMONSTRATORS","PICKET & ATTEMPT TO FORCE THEIR WAY INTO HOTEL ROOM","FT. WAYNE, IN","GEORGE WALLACE, GOV. OF ALABAMA","UNSPECIFIED","COLLECTIVE, CLAIMS MADE, PUBLIC",10,"6",6,1,"IN","","","",1,"INDIANA","",1,"VAN ORMAN HOTEL",1,200,NA,1,400,1800,NA,NA,NA,NA,1,1,6,NA,NA,NA,0,NA,"","","","",1336,2,NA,NA,NA,NA,NA,NA,1,4,5,NA,27,20,45,NA,1,2,0,1,1,1,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099
"10057","ESTEBAN PROMIS -",NA,"NYT",5,10,1972,5,9,1972,1,7205039,1,"Antiwar Protests Erupt Across US",0,"about 1500 protesters","marched, closed down the sirport by occupying the runway","from the University California at Santa Barbara to the city airport","","","anti- Vietnam War protest",22,"1",31,1,"CA","","","",1,"SANTA BARBARA","",NA,"",1,1500,NA,2,800,NA,1800,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",711,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,22,57,NA,NA,0,NA,0,1,1,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619
"18090","STEPHANIE",2002-06-19,"NYT",4,15,1985,4,14,1985,1,8504045,1,"STRIKE IS SETTLED AT PHILADELPHIA PAPER",0,"PORTERS, JANITORS, AND ELEVATORS OPERATORS","STRIKE/PICKET","PHILADELPHIA, PA","PHILADELPHIA NEWSPAPERS","LABOR DIFFERENCES","COLLECTIVE, CLAIMS MADE, PUBLIC",14,"A",2,1,"PA","","","",1,"PHILADELPHIA","",NA,"",0,NA,3,1,100,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,13,4,NA,NA,54,20,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504
"10874","CALDWELL",NA,"NYT",7,23,1973,7,22,1973,1,7307034,1,"Crowd Chases and Beats Slayer Unconscious Here",0,"crowd of residents","attacked and beat unconscious a gunman who had killed one resident and shot 2 others","new youk city, west 134th st.","to get revebnge for the shootings","","collective, unconventional activity with a common goal",1,"1",20,1,"NY","","","",1,"NEW YORK","",NA,"",0,NA,2,1,1500,NA,NA,NA,NA,NA,1,1,7,NA,430,NA,0,NA,"","","","",1337,1,2300,1,NA,NA,NA,NA,12,NA,NA,NA,55,NA,NA,NA,1,2,0,1,1,0,0,1,NA,1,0,NA,1,0,"",NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1211
"10687","JENNY",NA,"NYT",3,30,1973,3,29,1973,1,7303089,1,"Consumers Rally for Meat Boycott",0,"Consumers-mainly women","Called for and enacted boycott of meat-rally held.","Forest Hills; Queens,NY.","'To protest high food prices, and to mobilize support.'","","Cjollective and organized act, seeking change.",1,"1",20,1,"NY","","","",1,"NEW YORK","",1,"FOREST HILLS, QUEENS",0,NA,3,1,1500,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,0,NA,"","","","",1305,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
"1952","LEAH MILLER",2000-09-20,"NYT",4,8,1963,4,7,1963,1,6304015,1,"POLICE BREAK UP ALABAMA MARCH",0,"AFRICAN AMERICANS","MARCH","CITY HALL","GOVT./STATE","ANTI-SEGREGATION","COLLECTIVE, CLAIMS MADE, PUBLIC",31,"1",15,1,"AL","","","",1,"BIRMINGHAM","",1,"CITY HALL",1,42,NA,1,401,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1501,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,22,NA,NA,NA,0,NA,0,1,1,1,0,0,42,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"8324","KAREN CALDWELL",NA,"NYT",4,8,1970,4,7,1970,NA,7004015,1,"Inquiry into Jailing of Black GI Sought",0,"the New York Solidarity Council, the coalition","demanded an immediate military investigation of the case of the soldier Priv Elliott, formerly active with the Brooklyn Congress of Racial Equality","Brooklyn","the U.S. Army","","to investigate the imprisonment in Vietnam of a black soldier accused of assault and resisting arrest, and the youth's parents were never notified by the military",4,"1",13,1,"DC","","","",1,"WASHINGTON","",NA,"",0,NA,2,1,401,1800,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NY SOLIDARITY COUNCIL","","","",1500,1,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,66,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"6167","APRIL DONALDSON",NA,"NYT",9,5,1967,9,4,1967,1,6709150,1,"KLAN RE-ELECTS SHELTON",0,"300 KKK","""KLANVOCATION""","TUSCALOSA, AB","BLACKS","ANTI CIVIL RIGHTS","COLLECTIVE, CLAIMS MADE, PUBLIC",40,"1",1,1,"AL","","","",1,"TUSCALOOSA","",NA,"",1,300,NA,1,430,NA,NA,NA,NA,NA,1,1,7,NA,401,NA,1,1,"KKK","","","",1500,2,2504,3,NA,NA,NA,NA,1,NA,NA,NA,27,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"977","MIKE SANDULAK",2000-11-16,"NYT",3,26,1961,3,25,1961,1,6103026,1,"100 TENANTS PICKET QUEENS APARTMENT",0,"RESIDENTS","PICKETED","NEW YORK CITY, NY","APARTMENT MANAGERS","AGAINST LIVING CONDITIONS","COLLECTIVE, CLAIMS MADE, PUBLIC",20,"1",5,1,"NY","","","",1,"NEW YORK","",1,"QUEENS",1,100,NA,3,1500,500,1500,600,1500,700,1,1,2,NA,NA,NA,1,1,"LE HAVRE TENANTS ASSOCIATION",".",".",".",1318,3,1331,3,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1401
"18781","MELISSA WERNER",2001-07-01,"NYT",4,16,1986,4,NA,1986,1,8604044,1,"SCHOOL SYSTEM IS CLOSED AFTER PARENTS' BOYCOTT",0,"PARENTS","BOYCOT","INDIANOLA, MISSISSIPPI","SCHOOL DISTRICT","UPSET ABOUT OFFER TO WHITE MEN FOR SUPERINTENDENT POSITION","COLLECTIVE, CLAIMS MADE, PUBLIC",22,"A",4,1,"MS","","","",1,"INDIANOLA","",NA,"",0,NA,4,1,1800,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,0,NA,"","","","",1505,1,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,54,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"2628","MONICA LOPEX",NA,"NYT",10,1,1963,9,1,1963,1,6310003,1,"189 MORE SEIZED IN CAROLINA CITY",1,"12 AFRICAN AMERICANS","TRIED TO INTEGRATE A RESTAURANT","AN ALL-WHITE RESTAURANT","THE RESTAURANT","PROTESTING THE DISCRIMINATION AGAINST AFRICAN AMERICANS","COLLECTIVE, CLAIMS MADE, PUBLIC",22,"1",11,1,"SC","","","",1,"ORANGEBURG","",0,".",1,12,NA,1,401,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,NA,".",".",".",".",1501,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,45,NA,NA,NA,0,NA,0,1,1,0,0,0,12,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"17862","WENDY",2002-03-05,"NYT",12,4,1984,12,3,1984,14,8412010,1,"ADMINISTRATION DEFENDS ITS POLICY ON SOUTH AFRICA AS PROTESTERS GROW",0,"ANTI-SOUTH AFRICA PROTESTERS","HELD A PROTEST","NEW YORK CITY","SOUTH AFRICA AND U.S. GOVERNMENT","TO PROTEST POLICIES","COLLECTIVE, CLAIMS MADE, PUBLIC",1,"1",22,1,"NY","","","",1,"NEW YORK","",1,"MANHATTAN",0,NA,2,1,1800,NA,NA,NA,NA,NA,1,2,1,4,NA,NA,1,3,"NATIONAL BLACK UNITED FRONT","NEW YORK SUPPORT COMMITTEE OF TRANSAFRICA","NATIONAL COALITION OF THE 100 BLACK MEN","",1006,1,1338,2,NA,NA,NA,NA,1,5,NA,NA,45,NA,NA,NA,0,NA,0,1,1,0,0,0,4,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912
"9410","STEPHANIE FREEDM",NA,"NYT",8,15,1971,8,10,1971,NA,7108026,1,"Residents in Williamsburg Fighting for Traffic Light",0,"23 children","wrote letters to New York Traffic Commissioner Theodore Karaghuezoff","0","'to protest against the death of a 16 year old girl in a traffic accident at what they consider an unsafe intersection.  '","","This was a collective, grass roots activity that had claims.",85,"1",19,1,"NY","","","",1,"NEW YORK","",2,"BROOKLYN",1,23,NA,1,700,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,NA,"","","","",1400,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,66,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002
"13497","BELINDA SICHULA",2002-04-20,"NYT",4,7,1978,4,6,1978,1,7804043,1,"APPEALS COURT LIFTS AN INJUNCTION AGAINST NAZI MARCH IN SKOKIE, IL",0,"NAZIS","7TH CIRCUIT APPEALS COURT LIFTED BAN ON NAZI MARCH","CHICAGO","TOWN OF SKOKIE","ALLOW NAZI MARCH IN PREDOMINANTLY JEWISH NEIGHBORHOOD","COLLECTIVE, CLAIMS MADE, PUBLIC",11,"1",15,1,"IL","","","",1,"CHICAGO","",NA,"",0,NA,1,1,1000,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,"NATIONAL SOCIALISTS PARTY OF AMERICA","","","",1334,3,1340,1,NA,NA,NA,NA,18,NA,NA,NA,97,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,"D-7804043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
